,Event ID,Recalling Firm,Substance Name,Product Description,Ingestion Route,Reason,Classification,Quantity,Voluntary/Mandated,Distribution,Initial Notification Method,Recall Begins,Recall End,Status,City,State,Postal Code,Country
121,89807,Direct Rx,['na'],"Diclofenac Sodium Topical Solution 1.5%, 150 mL, Rx only, Packaged and Distributed by: Direct Rx Dawsonville, GA 30534 Mfg. For SOLA Pharmaceuticals Baton Rouge, LA, NDC 61919-675-05",na,Defective Container,Class II,312 bottles,Voluntary: Firm initiated,Nationwide within the United States,Letter,12/7/2021,10/5/2023,Terminated,Dawsonville,GA,30534-6828,United States
122,68813,Wockhardt Usa Inc.,['na'],"buPROPion HCl Extended-Release Tablets, USP (SR), 100 mg, 500-count bottle, Rx Only, Manufactured by: Wockhardt Limited, Mumbai, India; Distributed by: Wockhardt USA, LLC, 20 Waterview Blvd, Parsippany, NJ 07054 USA, NDC 64679-101-07.",na,Failed Impurities/Degradation Products,Class III,840 bottles,Voluntary: Firm initiated,Nationwide,Letter,7/14/2014,1/12/2015,Terminated,Parsippany,NJ,7054,United States
123,65707,"Aidapak Services, LLC",['na'],"NIFEDIPINE Capsule, 10 mg, Rx only, Distributed by: AidaPak Service, LLC, NDC 43386044024",na,Labeling,Class II,202 Capsules,Voluntary: Firm initiated,"Repacked drugs were distributed in Arizona, California, Oregon, and Washington.",Telephone,7/2/2013,2/7/2014,Terminated,Vancouver,WA,98684-3501,United States
124,80997,"Noven Pharmaceuticals, Inc.",['ESTRADIOL'],"Minivelle (estradiol transdermal system) Patches, Delivers 0.025 mg/day, 8 count boxes, Rx only, Mfd. by: Noven Pharmaceuticals, Inc. Miami, Florida 33186 Dist. By: Noven Therapeutics, LLC. Miami, Florida 33186 --- NDC 68968-6625-8",TRANSDERMAL,Defective Delivery System,Class II,26217 boxes of 8 patches,Voluntary: Firm initiated,Nationwide,Letter,9/7/2018,9/9/2020,Terminated,Miami,FL,33186-6109,United States
125,90948,"Akorn, Inc.",['na'],"Tobramycin Ophthalmic Solution, USP, 0.3%, 5 mL per bottle, Rx Only, Manufactured by:  Akorn, Inc., Lake Forest, IL 60045; Distributed by:  MWI, Boise, ID 83705. NDC 13985-604-05",na,CGMP Deviations,Class II,"91,692 bottles",Voluntary: Firm initiated,Nationwide in the USA,Letter,10/13/2022,,Ongoing,Gurnee,IL,60031-5278,United States
126,88905,Perrigo Company PLC,['ACETAMINOPHEN'],"Acetaminophen Child Bubble Gum Flavored Oral Suspension (160 mg/5 ml), 4 FL OZ (118 mL) per bottle, Distributed by Perrigo, Allegan, MI 49010.  NDC: 11673-105-26",ORAL,CGMP Deviations,Class II,"4,992 bottles",Voluntary: Firm initiated,Nationwide in the USA,Letter,10/26/2021,9/29/2023,Terminated,Allegan,MI,49010-9070,United States
127,76395,SCA Pharmaceuticals,['na'],"Vancomycin HCl 750 mg added to 250 mL 0.9% Sodium Chloride For IV Use Only, Rx Only, SCA Pharmaceuticals, Little Rock, AR 72205, NDC 70004-0929-40",na,Presence of Particulate Matter - this recall is due to a recent Hospira recall of vancomyicn hydrochloride 10gm vials due to presence of Particulate Matter.,Class I,30 bags,Voluntary: Firm initiated,U.S. Nationwide,Letter,2/3/2017,10/19/2017,Terminated,Little Rock,AR,72205-4600,United States
128,70001,Actavis Elizabeth LLC,['na'],"Gabapentin Capsules, USP, 300 mg, Rx Only, 100 capsules per bottle, Manufactured by: Actavis Pharma Manufacturing Pvt. Ltd., Plot No 101, 102, 107, & 108, SIDCO Pharmaceutical Complex, Alathurt, Kanchipuram Dist-603 110, Tamlinadu, India, Distributed by: Actavis Elizabeth LLC, 700 Elmora Ave, Elizabeth, NJ 07207 USA, NDC 45963-556-11",na,Failed Capsule/Tablet Specifications,Class II,"24,240 Bottles",Voluntary: Firm initiated,Puerto Rico,Letter,12/15/2014,11/20/2015,Terminated,Elizabeth,NJ,07202-1106,United States
129,66929,Airgas Medical Services,['na'],"Carbon Dioxide, USP, Medical Gas, Rx only, Non Flammable Gas 2, in 50 lbs steel cylinders, Distributed by AIRGAS USA, LLC Radnor, PA",na,Labeling,Class II,264 cylinders,Voluntary: Firm initiated,"Kansas, Missouri, and Arkansas.",Visit,11/6/2013,6/26/2014,Terminated,Radnor,PA,19087-5240,United States
130,65360,"Lowlite Investments, Inc. D/B/A Olympia Pharmacy",['na'],"Diclazuril 10 mg/ml Injection, compounded by Olympia Pharmacy, Orlando, FL",na,Lack of Assurance of Sterility,Class II,1,Voluntary: Firm initiated,Nationwide and PR,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",5/29/2013,,Ongoing,Orlando,FL,32835-3500,United States
131,90594,Teva Pharmaceuticals USA Inc,['AZACITIDINE'],"Azacitidine for Injection 100mg/vial Lyophilized Powder, Rx Only, Mfd. in Romania By: Sindan Pharma SRL For BluePoint Laboratories, NDC 68001-313-56",INTRAVENOUS,Sub-Potent Drug - Out of specification (OOS) result obtained during monitoring stability study for Assay. Results below specification.,Class III,4162 cartons,Voluntary: Firm initiated,Distributed in Ohio,Letter,7/22/2022,4/12/2023,Terminated,Parsippany,NJ,07054-1120,United States
132,91466,Sentara Infusion Services,['na'],"VANCOMYCIN (a)700 MG NS 140ML, (b) 1000MG IN NS 200ML, abtibiotic, Rx only, use with home pump, Sentara Home Infusion Pharmacy Services, 535 Independence Pkwy, Ste 300, Chesapeake, VA 23320",na,Lack of Assurance of Sterility,Class II,18 bags,Voluntary: Firm initiated,Dispensed to Patients Nationwide.,Telephone,12/27/2022,,Completed,Chesapeake,VA,23320-5176,United States
133,89803,"Vitae Enim Vitae Scientific, Inc.",['na'],"TETRACAINE 1% Tetracaine HCI Injection, USP, 20mg/2mL (10mg/mL), 10 x 2ml Single Use Vials per box, Rx only, Manufactured for Cameron Pharmaceuticals, LLC., NDC 42494-437-10.",na,Lack of Assurance of Sterility,Class II,722 boxes,Voluntary: Firm initiated,Nationwide in the U.S.A,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",3/14/2022,,Ongoing,San Diego,CA,92109-5754,United States
134,70452,Attix Pharmaceuticals,['na'],"4-Aminopyridine active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, Ontario M5A 4N3, Canada",na,Penicillin Cross Contamination,Class II,1310 grams,Voluntary: Firm initiated,Nationwide to compounding pharmacies and research organizations.,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",11/14/2014,10/7/2015,Terminated,Toronto,,,Canada
135,92857,"Ecometics, Inc.",['na'],"activator concentrate, Sodium Fluoride 0.96% in Activator Concentrate; 0.08% in diluted Activator Solution, Net 1 FL. OZ., Manufactured for: All USA Direct, LLC, Broadview, IL 60155.",na,CGMP Deviations,Class II,"32,583 bottles",Voluntary: Firm initiated,Nationwide in the USA,Letter,8/9/2023,,Ongoing,Norwalk,CT,06854-3706,United States
136,75628,Akorn Inc,['na'],"Desoximetasone Ointment USP, 0.25%, a) 15 g tubes (NDC 61748-206-15 and b) 60 g tubes (NDC 61748-206-60, Marketed by Versapharm Inc., An Akorn Company, Lake Forest, IL, Manufactured by Hi-Tech, Pharmacal Co, Inc., Amityville, NY",na,Failed Stability Specifications; out-of specification value for homogeneity / phase separation.,Class II,a) 62 tubes  and b) 91 tubes,Voluntary: Firm initiated,Nationwide,Letter,11/14/2016,5/10/2019,Terminated,Lake Forest,IL,60045-4862,United States
137,62887,"VistaPharm, Inc.",['na'],"METOCLOPRAMIDE ORAL SOLUTION, USP 5 mg/5 mL, This cup delivers 10 mL, Rx Only, Manufactured by VistaPharm, Inc., Largo FL33771",na,Labeling,Class III,"73,800 cups",Voluntary: Firm initiated,Nationwide,Letter,1/19/2011,8/30/2012,Terminated,Largo,FL,33771-4809,United States
138,73304,"Hartley Medical Center Pharmacy, Incorporated",['na'],"Hydromorphone HCL 25 mg/ml, vol. 40 ml syringe, Rx only, Hartley Med Ctr Pharmacy, Long Beach, CA",na,Lack of Assurance of Sterility,Class II,1 syringe,Voluntary: Firm initiated,Nationwide. No foreign distribution.,Telephone,2/4/2016,8/9/2016,Terminated,Long Beach,CA,90805-2162,United States
139,72854,Freedom Pharmaceuticals Inc,['na'],"Baclofen USP powder, packaged in  (a)  25gm (4 oz container), (b) 100gm (16 oz container), (c) 500 gm (70 oz container), and (d) 1000 gm (120 oz container, Rx only, 801 W New Orleans St. Broken Arrow, OK 74011. NDC: (a) 52372-0909-25; (b) 52372-0909-01; (c) 52372-0909-50; (d) 52372-0909-10.",na,Presence of Foreign Substance,Class II,"(a) 6 containers, (b) 42 containers, (c) 31 containers, (d) 253 containers",Voluntary: Firm initiated,Nationwide,Telephone,11/9/2015,12/23/2016,Terminated,Broken Arrow,OK,74011-1844,United States
140,70452,Attix Pharmaceuticals,['na'],"Vidarbine Monophosphate active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, Ontario M5A 4N3, Canada",na,Penicillin Cross Contamination,Class II,50 grams,Voluntary: Firm initiated,Nationwide to compounding pharmacies and research organizations.,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",11/14/2014,10/7/2015,Terminated,Toronto,,,Canada
141,73960,"Pharmakon Pharmaceuticals, Inc.",['na'],"Norepinephrine Bitartrate 8mg Added to 5% Dextrose 250 mL bag, Rx Only, Compounded by PHARMAKON Pharmaceuticals, Noblesville, IN 46060, NDC 45183-0806-02",na,Lack of Assurance of Sterility,Class II,70,Voluntary: Firm initiated,"Nationwide        VA/DOD: CA, KY, MD, NC, OK, TX, VA",Press Release,4/20/2016,1/11/2018,Terminated,Noblesville,IN,46060-3303,United States
142,70452,Attix Pharmaceuticals,['na'],"Ethinyl Estradiol active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, Ontario M5A 4N3, Canada",na,Penicillin Cross Contamination,Class II,146 grams,Voluntary: Firm initiated,Nationwide to compounding pharmacies and research organizations.,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",11/14/2014,10/7/2015,Terminated,Toronto,,,Canada
143,83698,West-Ward Columbus Inc,['OXCARBAZEPINE'],"Oxcarbazepine Oral Suspension, USP, 300 mg/5 mL, 250 mL per bottle, Rx Only, Distr. by: West-Ward Pharmaceuticals,Eatontown, NJ. NDC:0054-0199-59",ORAL,Failed Impurities/Degradation Specificattion,Class II,"32,347 bottles",Voluntary: Firm initiated,Nationwide USA and Puerto Rico,Letter,9/9/2019,6/15/2022,Terminated,Columbus,OH,43228-9579,United States
144,82523,"Jubilant Cadista Pharmaceuticals, Inc.",['PANTOPRAZOLE SODIUM'],"Pantoprazole Sodium Delayed-Release Tablets, USP, 40 mg*, 90-count bottle, Rx Only, Manufactured by: Jubilant Generics Ltd., Roorkee - 247661, India; Marketed by: Jubilant Cadista Pharmaceuticals Inc., Salisbury, MD  21801; NDC 59746-284-90.",ORAL,Discoloration,Class II,"12,960 bottles",Voluntary: Firm initiated,Nationwide in the USA.,Letter,3/29/2019,9/20/2019,Terminated,Salisbury,MD,21801-2249,United States
145,70976,Teva Pharmaceuticals USA,['FLUOXETINE HYDROCHLORIDE'],"Fluoxetine Capsules USP, 20 mg, packaged in a) 500-count bottles (NDC 50111-648-02), and (b) 1000- count bottles (NDC 50111-648-03), Rx only, Manufactured by Pliva Krakow Pharmaceutical Company S.A., Krakow, Poland; Manufactured for Teva Pharmaceuticals USA, Sellersville, PA 18960",ORAL,Chemical Contamination,Class II,,Voluntary: Firm initiated,Nationwide,Letter,4/13/2015,10/27/2016,Terminated,Horsham,PA,19044-1220,United States
146,80601,King Bio Inc.,['na'],"Dr. King's Natural Medicine Homeopathic Headache Relief, 2 fl. oz. (59 mL), King Bio, Inc., 3 Westside Dr. Asheville, NC 28806, UPC 357955515326, NDC 57955-5153-2",na,Microbial Contamination,Class I,1046 bottles,Voluntary: Firm initiated,"U.S.A. Nationwide, Canada, and Australia.",Press Release,7/20/2018,1/19/2022,Terminated,Asheville,NC,28806-2846,United States
147,87512,Cardinal Health Inc.,['na'],NIACIN 250MG 110; NDC/UPC 740985228494; OTC; TABLETS,na,CGMP Deviations,Class II,4 bottles,Voluntary: Firm initiated,"FL, GA, SC",Letter,3/15/2021,,Completed,Dublin,OH,43017-1091,United States
148,61252,Lloyd Inc,['na'],"Thyro-Tab.075 mg., packaged in bulk drums for repackaging. The firm name on the label is Lloyd Pharmaceutical, Shenandoah, Iowa 51601.",na,Sub-Potent (Single Ingredient Drug),Class II,"1,913,236 tablets",Voluntary: Firm initiated,Nationwide,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",2/24/2012,7/30/2013,Terminated,Shenandoah,IA,51601-1744,United States
149,71415,"Lincare, Inc.",['na'],"Morphine Sulfate, MORPHINE SULFATE 1000mg / NS 100mL, Qty: 1 50 mL Bag, Rx Only.  Compounded by: United Medical IV Center (Little Rock) 1527 South Bowman Rd. Ste. D Little Rock, AR 72211-4200.",na,Lack of Assurance of Sterility,Class II,1 Bag,Voluntary: Firm initiated,United States including: Arkansas,Telephone,5/28/2015,2/16/2017,Terminated,Little Rock,AR,72211-4200,United States
150,74497,Teva North America,['na'],"ARGATROBAN Injection in 0.9% Sodium Chloride 250 mg/250 mL (1 mg/mL) , Rx Only, Manufactured in Hungary for TEVA PHARMACEUTICALS USA, INC., North Wales, PA 19454, NDC# 0703-0020-31 (Single Use Bag), NDC # 0703-0020-32 (5 Single Use Bags in One Carton).",na,CGMP Deviations,Class II,"1,299 bags",Voluntary: Firm initiated,Nationwide and Puerto Rico,Letter,6/17/2016,2/7/2017,Terminated,Horsham,PA,19044-1220,United States
151,89186,Valisa MFG LLC,['na'],"kleantouch HAND SANITIZER (ethyl alcohol 70%), 8.0 FL OZ (236 ML), pump bottles, Distributed by: Valisa MFG, LLC, Farmingdale, NY, 11735, Made in USA, UPC 6 86162 99246 1",na,Marketed Without An Approved NDA/ANDA,Class I,7704 bottles,Voluntary: Firm initiated,Nationwide in the USA,Letter,12/6/2021,2/26/2024,Terminated,Farmingdale,NY,11735-4719,United States
152,84516,"Glenmark Pharmaceuticals Inc., USA",['na'],"Glenmark Ranitidine Tablets USP 300 mg Rx Only 250 Tablets Manufactured by: Glenmark Pharmaceuticals Ltd. Colvale-Bandez, Goa 403513, India Manufactured for: Glenmark Pharmaceuticals Inc., USA Mahwah, NJ   NDC 68462-249-20",na,CGMP Deviations,Class II,"500,960 bottles",Voluntary: Firm initiated,Natiowide,Press Release,12/17/2019,,Ongoing,Mahwah,NJ,07430-2009,United States
153,80601,King Bio Inc.,['na'],"Dr. King's SafeCare Rx CS-Breast, 2 fl. oz. (59 mL), King Bio, Inc., 3 Westside Drive, Asheville, NC 28806 USA, UPC 357955021421, NDC 57955-0214-2",na,Microbial Contamination,Class I,98 bottles,Voluntary: Firm initiated,"U.S.A. Nationwide, Canada, and Australia.",Press Release,7/20/2018,1/19/2022,Terminated,Asheville,NC,28806-2846,United States
154,88409,Je Dois Lavoir LLC,['na'],"365 SKINNY High Intensity Capsules, 600 mg,  30-count bottle, BODY BALANCE INTERNACIONAL",na,Marketed Without An Approved NDA/ANDA,Class I,783 bottles,Voluntary: Firm initiated,Sold online via website nationwide in the USA and Canada.,Press Release,8/2/2021,5/2/2023,Terminated,Visalia,CA,93292-1281,United States
155,92657,"SterRx, LLC",['na'],"Norepinephrine 4 mg per 250 mL (16 mcg per mL) in 0.9% Sodium Chloride, 250 mL Single Dose bag, packaged in 250 mL x 12 units per case, Rx only, SterRx, 141 Idaho Ave., Plattsburgh, NY  12903, NDC 70324-552-01.",na,Lack of Assurance of Sterility,Class II,"132,299 bags",Voluntary: Firm initiated,Nationwide in the USA,Letter,7/7/2023,,Ongoing,Plattsburgh,NY,12903-3987,United States
156,91788,"Akorn, Inc.",['na'],"Levofloxacin Ophthalmic Solution, 0.5%, 5 mL bottles, Rx Only, Manufactured by: Akorn, Inc., Lake Forest, IL 60045.  ALL NDCs",na,CGMP Deviations,Class II,,Voluntary: Firm initiated,Nationwide in the USA and Puerto Rico,Letter,4/26/2023,,Ongoing,Gurnee,IL,60031-5278,United States
157,70452,Attix Pharmaceuticals,['na'],"Uridine-5'Triphosphate Trisodium Salt active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, Ontario M5A 4N3, Canada",na,Penicillin Cross Contamination,Class II,2000 grams,Voluntary: Firm initiated,Nationwide to compounding pharmacies and research organizations.,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",11/14/2014,10/7/2015,Terminated,Toronto,,,Canada
158,71371,The Compounding Pharmacy of America,['na'],"HCG 1,250 IU/ml Injection, Multi-Dose Vial, Sterile, Refrigerate The Compounding Pharmacy of America, Knoxville, TN",na,Lack of Assurance of Sterility; FDA inspection identified GMP violations potentially impacting product quality and sterility,Class II,55 ml total,Voluntary: Firm initiated,Nationwide,Telephone,6/2/2015,2/10/2016,Terminated,Knoxville,TN,37919-4068,United States
159,93353,Apotex Corp.,['PAROXETINE HYDROCHLORIDE ANHYDROUS'],"Paroxetine Hydrochloride Tablets USP, RX only, 30 mg, a)30-count bottle, NDC#: 60505-0084-1, b)100-count bottle, NDC#:60505-0084-2, c)1000-count bottle, NDC#: 60505-0084-4, Manufactured by: Apotex Inc., Toronto, Ontario, Canada M9L 1T9, Manufactured for: Apotex Corp., Weston, Florida 33326.",ORAL,Failed Impurities/Degradation Specifications-Out of specification (OOS) results for the excipient Amadori Glucose adduct of Paroxetine,Class II,"25,776",Voluntary: Firm initiated,Nationwide,E-Mail,11/1/2023,,Ongoing,Weston,FL,33326-3253,United States
160,81002,"Pharm D Solutions, LLC",['na'],"HCG Lyopholized 1200 IU Injectable, Pharm D Solutions, Houston, Texas ---- NDC 69699-1743-12",na,Lack of Assurance of Sterility,Class II,881 vials,Voluntary: Firm initiated,Nationwide,Press Release,9/10/2018,2/5/2021,Terminated,Houston,TX,77054-4010,United States
161,86123,"Calvin Scott & Company, Inc.",['na'],"Hydrochlorothiazide 25mg tablets, Distributed by: Calvin Scott & Co., Inc. Albuquerque, NM 87123, Mfg: Accord Healthcare, Inc, Durham, NC 27703, NDC 16729-0183-17",na,CGMP Deviations,Class II,,Voluntary: Firm initiated,Nationwide within the United States,E-Mail,7/27/2020,,Ongoing,Albuquerque,NM,87123-2745,United States
162,62443,"Franck's Lab Inc., d.b.a. Franck's Compounding Lab",['na'],"LISSAMINE GREEN SOLUTION 1% OPHTHALMIC	10 ML  (1 PRODUCT)",na,Lack of Assurance of Sterility,Class II,1 unit,Voluntary: Firm initiated,"Nationwide, Bahamas, Columbia, Dominican Republic, Grand Cayman, Guatemala, Poland, Santo Domingo, Venezuela, West Indies",Letter,5/21/2012,8/15/2014,Terminated,Ocala,FL,34474-5138,United States
163,89646,Mckesson Medical-Surgical Inc. Corporate Office,['na'],"Thrombin JMI, Vial 5,000IU 2/diluent, kit, Rx only, MFG: Pfizer   NDC 60793-215-05",na,CGMP Deviations,Class II,157 kits,Voluntary: Firm initiated,USA nationwide.,Letter,4/13/2022,11/30/2023,Terminated,Richmond,VA,23233,United States
164,78063,"Pharmedium Services, LLC",['na'],"Oxytocin 30 units added to 1000 mL 5% Dextrose/Lactated Ringer's USP in 1000 mL bag, Rx Only, Compounded by PharMEDium Services, LLC. 12620 W. Airport Blvd. #130 Sugar Land, TX 77478,  NDC# 71019-242-02",na,Sub-Potent Drug,Class II,534 bags,Voluntary: Firm initiated,Nationwide.,Press Release,9/1/2017,1/24/2020,Terminated,Lake Forest,IL,60045-2506,United States
165,62495,Vintage Pharmaceuticals LLC DBA Qualitest Pharmaceuticals,['na'],"HYDROXYZINE HYDROCHLORIDE ORAL SOLUTION, USP, 10 mg/5 mL, 1 PINT (473 mL) bottle, Rx only, Mfg. for:  QUALITEST PHARMACEUTICALS, HUNTSVILLE, AL 35811, NDC 0603-1310-58, UPC 3 0603-1310-58 4.",na,Impurities/Degradation Products,Class III,"73,746 bottles",Voluntary: Firm initiated,Nationwide,Letter,7/6/2012,12/9/2013,Terminated,Huntsville,AL,35811-8216,United States
166,71371,The Compounding Pharmacy of America,['na'],"Hydromorphone 30 mg/ml Solution, Sterile-Preservative Free, The Compounding Pharmacy of America, Knoxville, TN",na,Lack of Assurance of Sterility; FDA inspection identified GMP violations potentially impacting product quality and sterility,Class II,44 ml total,Voluntary: Firm initiated,Nationwide,Telephone,6/2/2015,2/10/2016,Terminated,Knoxville,TN,37919-4068,United States
167,81707,"Mylan Laboratories Limited, (Nashik FDF)","['HYDROCHLOROTHIAZIDE', 'VALSARTAN']","Valsartan and Hydrochlorothiazide Tablets, USP 320/25 mg, (a) 90-count bottle (NDC 0378-6325-77), (b) 500-count bottles (NDC 0378-6325-05), Rx Only, Made in India, Manufactured for: Mylan Pharmaceuticals, Inc., Morgantown, WV 26505 U.S.A.",ORAL,CGMP Deviations,Class II,"32,284 HDPE bottles",Voluntary: Firm initiated,"Product was distributed throughout the United States to several major distributors, including Puerto Rico.",Press Release,12/4/2018,,Ongoing,"Sinnar, Nashik District",,,India
168,76395,SCA Pharmaceuticals,['na'],"Vancomycin HCl 1.25 g added to 0.9% Sodium Chloride 250 mL Bag For IV Use Only, Rx Only, SCA Pharmaceuticals, Little Rock, AR 72205, NDC 70004-0923-59",na,Presence of Particulate Matter - this recall is due to a recent Hospira recall of vancomyicn hydrochloride 10gm vials due to presence of Particulate Matter.,Class I,716 bags,Voluntary: Firm initiated,U.S. Nationwide,Letter,2/3/2017,10/19/2017,Terminated,Little Rock,AR,72205-4600,United States
169,62799,GlaxoSmithKline Inc,['ALBUTEROL SULFATE'],"Ventolin HFA (albuterol sulfate) Inhalation Aerosol 90 mcg per actuation, 200 Metered Inhalations,  FOR ORAL INHALATION ONLY - For use with Ventolin HFA actuator only.  Net. wt. 18 g Rx only,  GlaxoSmithKline, Reasearch Triangle Park, NC 27709 NDC 0173-0682-20",RESPIRATORY (INHALATION),Does Not Deliver Proper Metered Dose,Class II,"1,412,566 inhalers",Voluntary: Firm initiated,Nationwide,Letter,7/26/2012,9/4/2014,Terminated,Zebulon,NC,27597-1217,United States
170,92368,"Amneal Pharmaceuticals of New York, LLC",['PHENYTOIN SODIUM'],"Extended Phenytoin Sodium Capsules, USP, 100 mg, Rx Only, 100 capsules per bottle, Distributed by: Amneal Pharmaceuticals LLC., Bridgewater, NJ 08807, NDC 65162-212-10.",ORAL,Failed Dissolution Specifications,Class II,"9,056 bottles",Voluntary: Firm initiated,"LA, PA and OH.",Letter,5/30/2023,,Ongoing,Brookhaven,NY,11719-9509,United States
171,83018,"NingBo Huize Commodity Co.,Ltd.",['na'],"TOOTSIE ROLL FRUIT CHEWS LIME SCENTED ANTIBACTERIAL HAND GEL (Ethyl Alcohol 62%), 1.35 fl oz / 40 mL, OTC, Distributed by: JFL Enterprises, Inc. Cleveland, Ohio 44102.",na,CGMP deviations,Class III,"8,856",Voluntary: Firm initiated,Foreign manufacturer located in China and distributed to seven consignees located in China.,Telephone,4/1/2019,6/6/2023,Terminated,Yuyao,,,China
172,81228,Silver Star Brands,['na'],"Native Remedies VaricoGo Oral Spray, 2 fl oz (59 mL) per bottle, Distributed by:  Silver Star Brands, Oshkosh, WI 54906.  NDC 68703-105-59",na,Microbial Contamination of Non-Sterile Products,Class I,53 bottles,Voluntary: Firm initiated,Nationwide USA,Press Release,10/3/2018,8/25/2019,Terminated,Oshkosh,WI,54904-6359,United States
173,76837,"Taro Pharmaceuticals U.S.A., Inc.",['FLUOCINONIDE'],"Fluocinonide Cream UPS, 0.05% (Emulsified Base), packaged in 60 g tube, Rx only, Mfd. by: Taro Pharmaceuticals Inc., Brampton, Ontario, Canada, Dist. by Taro Pharmaceuticals U.S.A., Inc., Hawthorne, NY 10532,  NDC 51672-1254-3",TOPICAL,Cross Contamination with other products,Class III,"7,776 tubes",Voluntary: Firm initiated,U.S. Nationwide,Letter,3/17/2017,8/24/2021,Terminated,Hawthorne,NY,10532-2174,United States
174,81002,"Pharm D Solutions, LLC",['na'],"Trimix Papaverine/Phentolamine/Alprostadil 30 mg/1 mg/20 mcg Powder Pharm D Solutions, Houston, Texas --- NDC 69699-1366-02",na,Lack of Assurance of Sterility,Class II,815 vials,Voluntary: Firm initiated,Nationwide,Press Release,9/10/2018,2/5/2021,Terminated,Houston,TX,77054-4010,United States
175,85341,Herbal Doctor Remedies,['na'],"Herpes-G, 500mg Capsules, 90-count bottles, Distributed by Herbal Doctor Remedies Alhambra, CA 91801-7081 USA, 1(800) 600-0808",na,CGMP Deviations,Class II,,Voluntary: Firm initiated,"Products are sold online within the United States and  internationally to the following countries: Australia, Canada, Israel, Italy, Japan, Norway, and United Kingdom",Other,3/24/2020,1/25/2024,Terminated,Monterey Park,CA,91754-2114,United States
176,66099,JCB Labs LLC,['na'],"Epinephrine 1:1,000 (1mg/mL) Sterile Solution for injection, Preservative Free/Sulfite Free, 1-mL Single-Use Syringe, Sterile Solution For Office Use Only, JCB Laboratories, Wichita, KS.",na,Lack of Assurance of Sterility,Class II,1243 Syringes,Voluntary: Firm initiated,Nationwide and Guam,Telephone,8/23/2013,8/18/2014,Terminated,Wichita,KS,67205-9368,United States
177,83267,Pfizer Inc.,['na'],"Milrinone Lactate Injection 200 mcg (0.2 mg)/mL* in 5% Dextrose Injection, 20 mg/100 mL, 100 mL bag, Rx Only, Hospira, Inc., Lake Forest, IL 60045 USA,  NDC 0409-2776-23, Barcode (01)00304092776233.",na,Lack of Assurance of Sterility,Class II,280340 bags,Voluntary: Firm initiated,"United States, PR, and Guam",Letter,7/9/2019,10/27/2021,Terminated,New York,NY,10017-5703,United States
178,91332,Pharmacy Innovations,['na'],"METHION/INOSIT/CHOLINE/CYANOCOBAL 25MG/50MG/50MG/1MG/ML (1ML VIAL) INJECTABLE; METHION/INOSIT/CHOLINE/METHYLCOBAL 15MG/50MG/100MG/1MG/ML (1ML VIAL) INJECTABLE; METHION/INOSIT/CHOLINE/RIBOFLA/NIACINAMIDE/PYRIDOX/ASCORBIC ACID 15.625MG/31.25MG/31.25MG/6.25MG/62.5MG/6.25MG/62.5MG/ML (1ML VIAL) INJECTABLE, Rx Only, Pharmacy Innovations, 2936 W 17th St., Erie, PA.",na,Lack of Assurance of Sterility,Class II,,Voluntary: Firm initiated,Nationwide in the USA,Telephone,12/22/2022,,Ongoing,Erie,PA,16505-3929,United States
179,71371,The Compounding Pharmacy of America,['na'],"Morphine 60 mg/ml Solution, Sterile-Preservative Free, The Compounding Pharmacy of America, Knoxville, TN",na,Lack of Assurance of Sterility; FDA inspection identified GMP violations potentially impacting product quality and sterility,Class II,43 ml total volume,Voluntary: Firm initiated,Nationwide,Telephone,6/2/2015,2/10/2016,Terminated,Knoxville,TN,37919-4068,United States
180,83427,Colonia Care Pharmacy,['na'],"C-ALBUMIN 5% OPHTH SOLUTION, 10 mL droptainer bottles, Rx only, Colonia Care Pharmacy, 515 Inman Ave., Suite A, Colonia, N.J. 07067",na,Lack of Assurance of Sterility,Class II,1 droptainer bottle,Voluntary: Firm initiated,Patient Specific Prescriptions in NJ,Letter,7/24/2019,4/5/2023,Terminated,Colonia,NJ,07067-1114,United States
181,79748,"Kroger Specialty Pharmacy, Inc.",['na'],Gleevec 100 mg tablet NDC 00078-0401-34 30 days supply,na,Lack of Processing Controls,Class II,Unknown,Voluntary: Firm initiated,"MS, LA, AR, IL, FL",Letter,4/3/2018,5/7/2020,Terminated,Vicksburg,MS,39180-7153,United States
